2025-08-29T05:28:25.589Z [INFO] fastify options processed at 4.137542Ms
2025-08-29T05:28:25.589Z [INFO] fastify started at 4.176084Ms
2025-08-29T05:28:25.593Z [INFO] fastify cookies registered at 7.669292Ms
2025-08-29T05:28:25.593Z [INFO] error handler registered at 8.005084Ms
2025-08-29T05:28:25.593Z [INFO] url paths registered at 8.024875Ms
2025-08-29T05:28:25.594Z [INFO] proxy paths registered at 8.273084Ms
2025-08-29T05:28:25.593Z [INFO] prehandler registered at 7.982375Ms
2025-08-29T05:28:25.593Z [INFO] rate limiter started 7.964875Ms
2025-08-29T05:28:25.594Z [INFO] session cleaner started at 8.288584Ms
2025-08-29T05:28:25.605Z [INFO] starting encrytion backend
2025-08-29T05:28:25.610Z [INFO] fastify listening at 24.654042Ms
2025-08-29T05:29:29.795Z [INFO] fastify options processed at 4.246917Ms
2025-08-29T05:29:29.795Z [INFO] fastify started at 4.283625Ms
2025-08-29T05:29:29.799Z [INFO] rate limiter started 7.999333Ms
2025-08-29T05:29:29.799Z [INFO] fastify cookies registered at 7.69175Ms
2025-08-29T05:29:29.799Z [INFO] error handler registered at 8.041583Ms
2025-08-29T05:29:29.799Z [INFO] url paths registered at 8.062708Ms
2025-08-29T05:29:29.799Z [INFO] session cleaner started at 8.432667Ms
2025-08-29T05:29:29.807Z [INFO] starting encrytion backend
2025-08-29T05:29:29.799Z [INFO] prehandler registered at 8.019292Ms
2025-08-29T05:29:29.811Z [INFO] fastify listening at 20.028792Ms
2025-08-29T05:29:29.799Z [INFO] proxy paths registered at 8.324208Ms
2025-08-29T05:39:29.831Z [INFO] fastify options processed at 8.144417Ms
2025-08-29T05:39:29.831Z [INFO] fastify started at 8.182042Ms
2025-08-29T05:39:29.837Z [INFO] fastify cookies registered at 13.931417Ms
2025-08-29T05:39:29.837Z [INFO] error handler registered at 14.415Ms
2025-08-29T05:39:29.837Z [INFO] url paths registered at 14.439917Ms
2025-08-29T05:39:29.837Z [INFO] prehandler registered at 14.387208Ms
2025-08-29T05:39:29.837Z [INFO] session cleaner started at 14.754375Ms
2025-08-29T05:39:29.837Z [INFO] proxy paths registered at 14.739083Ms
2025-08-29T05:39:29.849Z [INFO] starting encrytion backend
2025-08-29T05:39:29.852Z [INFO] fastify listening at 29.443833Ms
2025-08-29T05:39:29.837Z [INFO] rate limiter started 14.358125Ms
2025-08-29T05:39:34.034Z [INFO] missing cookies from user cookie undefined and session cookie undefined at 127.0.0.1
2025-08-29T05:43:08.738Z [INFO] fastify options processed at 4.219333Ms
2025-08-29T05:43:08.742Z [INFO] rate limiter started 8.371083Ms
2025-08-29T05:43:08.738Z [INFO] fastify started at 4.263333Ms
2025-08-29T05:43:08.742Z [INFO] fastify cookies registered at 8.043666Ms
2025-08-29T05:43:08.742Z [INFO] error handler registered at 8.417375Ms
2025-08-29T05:43:08.742Z [INFO] prehandler registered at 8.393708Ms
2025-08-29T05:43:08.743Z [INFO] proxy paths registered at 8.810916Ms
2025-08-29T05:43:08.743Z [INFO] session cleaner started at 8.891666Ms
2025-08-29T05:43:08.745Z [INFO] starting encrytion backend
2025-08-29T05:43:08.750Z [INFO] fastify listening at 16.118Ms
2025-08-29T05:43:08.742Z [INFO] url paths registered at 8.442333Ms
2025-08-29T14:41:27.945Z [INFO] fastify options processed at 6.950125Ms
2025-08-29T14:41:27.948Z [INFO] fastify cookies registered at 10.640209Ms
2025-08-29T14:41:27.945Z [INFO] fastify started at 6.986209Ms
2025-08-29T14:41:27.949Z [INFO] rate limiter started 10.973209Ms
2025-08-29T14:41:27.949Z [INFO] error handler registered at 11.028Ms
2025-08-29T14:41:27.949Z [INFO] proxy paths registered at 11.328959Ms
2025-08-29T14:41:27.949Z [INFO] session cleaner started at 11.345042Ms
2025-08-29T14:41:27.949Z [INFO] url paths registered at 11.05325Ms
2025-08-29T14:41:27.959Z [INFO] starting encrytion backend
2025-08-29T14:41:27.963Z [INFO] fastify listening at 25.334Ms
2025-08-29T14:41:27.949Z [INFO] prehandler registered at 11.001167Ms
2025-08-29T14:42:06.334Z [INFO] missing cookies from user cookie undefined and session cookie undefined at 127.0.0.1
2025-08-29T14:42:09.477Z [INFO] missing cookies from user cookie undefined and session cookie undefined at 127.0.0.1
2025-08-29T14:42:14.688Z [INFO] missing cookies from user cookie undefined and session cookie undefined at 127.0.0.1
2025-08-29T14:42:14.761Z [INFO] admin has logged in from 127.0.0.1
2025-08-29T14:42:14.794Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:14.794Z [INFO] user returned as logged in by login checker from 127.0.0.1 with session ID cea7319b-cb2a-4434-bde1-d7351ace682a and username admin
2025-08-29T14:42:14.845Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.069Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.113Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.164Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.198Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.234Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.275Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.311Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.347Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.395Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.506Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.549Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.591Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.627Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.743Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.756Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:15.811Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.474Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.474Z [INFO] user authenticated by middleware from 127.0.0.1 with session ID cea7319b-cb2a-4434-bde1-d7351ace682a and username admin
2025-08-29T14:42:39.548Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.767Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.812Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.865Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.898Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
2025-08-29T14:42:39.929Z [INFO] Cookies: user=admin, session=cea7319b-cb2a-4434-bde1-d7351ace682a, expected=cea7319b-cb2a-4434-bde1-d7351ace682a
